Pathway Title,ID,Organism,Last Edited,Communities,Pathway Terms,Disease Terms,Cell Types
TNF-alpha NF-kB signaling pathway,WP457,Rattus norvegicus,16 May 2021,,"tumor necrosis factor mediated signaling pathway, regulatory pathway",,
TNF-alpha and mucus production in lung epythelium,WP1487,Rattus norvegicus,21 Apr 2023,,signaling pathway,,
TNF-alpha signaling pathway,WP1047,Bos taurus,07 May 2021,,"tumor necrosis factor mediated signaling pathway, regulatory pathway",,
TNF-alpha signaling pathway,WP231,Homo sapiens,23 Dec 2021,,"tumor necrosis factor mediated signaling pathway, regulatory pathway",,
TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,WP2036,Homo sapiens,23 Apr 2023,,"tumor necrosis factor superfamily mediated signaling pathway, signaling pathway",,
TOR signaling,WP1489,Caenorhabditis elegans,21 Apr 2023,,"mTOR signaling pathway, regulatory pathway",,
TP53 network,WP1742,Homo sapiens,28 Apr 2023,CPTAC,"p53 signaling pathway, regulatory pathway","cancer, disease of cellular proliferation",
TROP2 regulatory signaling,WP5300,Homo sapiens,09 May 2023,,signaling pathway,,
TSLP signaling pathway,WP3191,Bos taurus,21 May 2021,,"interleukin-2 family mediated signaling pathway, cytokine mediated signaling pathway, Jak-Stat signaling pathway, signaling pathway",,
TWEAK signaling pathway,WP3236,Bos taurus,21 May 2021,,"tumor necrosis factor superfamily mediated signaling pathway, signaling pathway",,
TYROBP causal network in microglia,WP3945,Homo sapiens,09 May 2021,,"innate immune response pathway, Alzheimer's disease pathway, regulatory pathway, disease pathway","Alzheimer's disease, central nervous system disease","microglial cell, animal cell"
Tamoxifen metabolism,WP3264,Bos taurus,29 Nov 2019,,"breast cancer pathway, cancer pathway, disease pathway","estrogen-receptor positive breast cancer, disease of cellular proliferation",
Tamoxifen metabolism,WP691,Homo sapiens,18 Apr 2023,,"xenobiotic metabolic pathway, breast cancer pathway, classic metabolic pathway, disease pathway","estrogen-receptor positive breast cancer, disease of cellular proliferation",
Target of rapamycin (TOR) signaling,WP3256,Bos taurus,14 May 2021,,"adenosine monophosphate-activated protein kinase (AMPK) signaling pathway, insulin signaling pathway, mTOR signaling pathway, regulatory pathway",,
Target of rapamycin signaling,WP1471,Homo sapiens,24 Apr 2023,"CPTAC, PancCanNet","insulin signaling pathway, mTOR signaling pathway, adenosine monophosphate-activated protein kinase (AMPK) signaling pathway, regulatory pathway",,
Tgif disruption of Shh signaling,WP3674,Homo sapiens,22 May 2021,ExRNA,"altered Hedgehog signaling pathway, signaling pathway",genetic disease,skeletogenic cell
Th17 cell differentiation pathway,WP5130,Homo sapiens,14 Feb 2022,,"immune response pathway, signaling pathway, regulatory pathway",,"T-helper 17 cell, native cell"
Thermogenesis,WP4321,Homo sapiens,16 Aug 2019,,"electron transport chain pathway, classic metabolic pathway",,"beige adipocyte, brown fat cell, native cell"
Thiamine metabolic pathways,WP4297,Homo sapiens,30 Nov 2021,"IEM, RareDiseases","energy metabolic pathway, thiamine metabolic pathway, classic metabolic pathway",,
Thick ascending limb transporters,WP3882,Rattus norvegicus,16 May 2021,Renal_Genomics,"transport pathway, regulatory pathway","Bartter disease, genetic disease","transporting cell, kidney loop of Henle thick ascending limb epithelial cell, kidney epithelial cell, animal cell"
Threonine and methionine biosynthesis,WP423,Saccharomyces cerevisiae,20 May 2021,,"aspartic acid/aspartate metabolic pathway, classic metabolic pathway",,
Threonine biosynthesis,WP331,Saccharomyces cerevisiae,20 May 2021,,"threonine biosynthetic pathway, classic metabolic pathway",,
Thymic stromal lymphopoietin (TSLP) signaling pathway,WP2203,Homo sapiens,25 Apr 2023,,"interleukin-2 family mediated signaling pathway, Jak-Stat signaling pathway, cytokine mediated signaling pathway, signaling pathway",,
Thyroid hormone dysbalance leading to neurodevelopmental abnormalities,WP5227,Homo sapiens,05 Sep 2023,AOP,"thyroid hormone signaling pathway, signaling pathway",,
Thyroid hormones production and peripheral downstream signaling effects,WP4746,Homo sapiens,30 Nov 2021,"Diseases, RareDiseases","thyroid-stimulating hormone signaling pathway, disease pathway, signaling pathway",congenital hypothyroidism,
Thyroid stimulating hormone (TSH) signaling pathway,WP2032,Homo sapiens,23 Apr 2023,,"thyroid-stimulating hormone signaling pathway, signaling pathway",,
Thyroid stimulating hormone (TSH) signaling pathway,WP3227,Bos taurus,21 May 2021,,"thyroid-stimulating hormone signaling pathway, signaling pathway",,
Thyroxine (thyroid hormone) production,WP1981,Homo sapiens,18 May 2021,Micronutrients,"thyroid hormone signaling pathway, signaling pathway",thyroid gland disease,
Thyroxine (thyroid hormone) production,WP3237,Bos taurus,21 May 2021,,"thyroid hormone signaling pathway, signaling pathway",thyroid gland disease,
"Toll, IMD, JAK/STAT pathways for immune response to pathogens",WP3830,Drosophila melanogaster,16 May 2021,,"altered transcription pathway, signaling pathway, regulatory pathway",,
"Toll, IMD, JAK/STAT pathways for immune response to pathogens",WP3856,Anopheles gambiae,19 May 2021,,"immune response pathway, regulatory pathway",,
Toll-like receptor signaling,WP88,Mus musculus,07 May 2021,,"Toll-like receptor signaling pathway, signaling pathway",,
Toll-like receptor signaling pathway,WP1067,Bos taurus,13 Feb 2021,,"Toll-like receptor signaling pathway, signaling pathway",,
Toll-like receptor signaling pathway,WP1309,Rattus norvegicus,27 Oct 2013,,"Toll-like receptor signaling pathway, signaling pathway",,
Toll-like receptor signaling pathway,WP1384,Danio rerio,03 Jun 2021,,"signaling pathway, Toll-like receptor signaling pathway, signaling pathway pertinent to development",,
Toll-like receptor signaling pathway,WP75,Homo sapiens,27 Sep 2023,,"Toll-like receptor signaling pathway, signaling pathway pertinent to immunity, signaling pathway",,
Toll-like receptor signaling related to MyD88,WP3858,Homo sapiens,22 May 2021,,"disease pathway, breast cancer pathway, Toll-like receptor signaling pathway, immune response pathway, cancer pathway, signaling pathway, regulatory pathway","cancer, disease of cellular proliferation",
Toluene degradation,WP60,Saccharomyces cerevisiae,23 Sep 2016,,"toluene and xylene degradation pathway, classic metabolic pathway",,
Trans-sulfuration pathway,WP2333,Homo sapiens,24 Oct 2013,,"glutathione metabolic pathway, classic metabolic pathway",,
Trans-sulfuration pathway,WP3145,Bos taurus,30 Jun 2015,,"glutathione metabolic pathway, classic metabolic pathway",,
"Trans-sulfuration, one-carbon metabolism and related pathways",WP2525,Homo sapiens,08 May 2021,,"folate metabolic pathway, folate mediated one-carbon metabolic pathway, classic metabolic pathway, regulatory pathway",,
Transcription co-factors SKI and SKIL protein partners,WP4533,Homo sapiens,25 Feb 2019,,"transcription pathway, regulatory pathway",,
Transcription factor regulation in adipogenesis,WP3599,Homo sapiens,15 Aug 2019,,"signaling pathway pertinent to development, signaling pathway",,"fat cell, native cell"
Transcription factors regulate miRNAs related to cardiac hypertrophy,WP1559,Homo sapiens,28 Apr 2023,,"hypertrophic cardiomyopathy pathway, disease pathway",,"cardiac muscle cell, native cell"
Transcription initiation by sigma factors,WP2564,Mycobacterium tuberculosis,21 May 2021,,"regulatory pathway, transcription pathway",,
Transcriptional activation by NRF2,WP988,Bos taurus,16 Aug 2019,,"nuclear factor, erythroid 2 like 2 signaling pathway, oxidative stress response pathway, regulatory pathway",,
Transcriptional activation by NRF2 in response to phytochemicals,WP3,Homo sapiens,01 Sep 2023,CPTAC,"nuclear factor, erythroid 2 like 2 signaling pathway, oxidative stress response pathway, regulatory pathway",,
Transcriptional activation by Nfe2l2 in response to phytochemicals,WP1245,Mus musculus,11 May 2021,,"nuclear factor, erythroid 2 like 2 signaling pathway, regulatory pathway",,
Transcriptional activation by Nfe2l2 in response to phytochemicals,WP1280,Rattus norvegicus,16 May 2021,,"nuclear factor, erythroid 2 like 2 signaling pathway, regulatory pathway",,
Transcriptional cascade regulating adipogenesis,WP4211,Homo sapiens,22 Oct 2019,,"signaling pathway pertinent to development, signaling pathway",,"fat cell, native cell"
Translation factors,WP107,Homo sapiens,20 Apr 2023,,"translation pathway, regulatory pathway",,
Translation factors,WP110,Caenorhabditis elegans,01 Feb 2023,,"regulatory pathway, translation pathway",,
Translation factors,WP149,Rattus norvegicus,16 May 2021,,"translation pathway, regulatory pathway",,
Translation factors,WP307,Mus musculus,23 May 2021,,"translation pathway, regulatory pathway",,
Translation factors,WP32,Saccharomyces cerevisiae,20 May 2021,,"translation pathway, regulatory pathway",,
Translation factors,WP537,Drosophila melanogaster,16 May 2021,,"translation pathway, regulatory pathway",,
Translation factors,WP965,Bos taurus,21 May 2021,,"translation pathway, regulatory pathway",,
Translation inhibitors in chronically activated PDGFRA cells,WP4566,Homo sapiens,27 Sep 2023,"CPTAC, ExRNA","glioma pathway, translation initiation pathway, disease pathway, regulatory pathway",,
Trehalose anabolism,WP398,Saccharomyces cerevisiae,20 May 2021,,"trehalose biosynthetic pathway, classic metabolic pathway",,
"Trehalose degradation, low osmolarity",WP70,Saccharomyces cerevisiae,07 Oct 2021,,"trehalose degradation pathway, classic metabolic pathway",,
Triacylglyceride synthesis,WP1013,Bos taurus,08 Dec 2021,,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Triacylglyceride synthesis,WP212,Caenorhabditis elegans,28 May 2021,Lipids,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Triacylglyceride synthesis,WP325,Homo sapiens,23 Apr 2023,,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Triacylglyceride synthesis,WP386,Mus musculus,23 May 2021,,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Triacylglyceride synthesis,WP782,Gallus gallus,10 Dec 2022,,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Triacylglycerol biosynthesis,WP627,Arabidopsis thaliana,19 May 2021,,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Triglyceride biosynthesis,WP266,Saccharomyces cerevisiae,18 Jan 2023,,"triacylglycerol biosynthetic pathway, classic metabolic pathway",,
Tryptophan biosynthesis,WP165,Saccharomyces cerevisiae,20 May 2021,,"tryptophan biosynthetic pathway, classic metabolic pathway",,
Tryptophan catabolism leading to NAD+ production,WP4210,Homo sapiens,31 Jan 2018,,"nicotinamide adenine dinucleotide biosynthetic pathway, nicotinamide adenine dinucleotide metabolic pathway, kynurenine metabolic pathway, de novo nicotinamide adenine dinucleotide biosynthetic pathway, nicotinamide adenine nucleotide utilization pathway, nicotinamide adenine dinucleotide biosynthesis, the salvage pathway, tryptophan degradation pathway, classic metabolic pathway",,
Tryptophan degradation,WP301,Saccharomyces cerevisiae,20 May 2021,,"tryptophan degradation pathway, classic metabolic pathway",,
Tryptophan degradation via kynurenine,WP452,Saccharomyces cerevisiae,11 Jan 2022,,"kynurenine metabolic pathway, classic metabolic pathway",,
Tryptophan metabolism,WP1126,Canis familiaris,16 Aug 2019,,"tryptophan metabolic pathway, classic metabolic pathway",,
Tryptophan metabolism,WP270,Rattus norvegicus,24 Jun 2019,,"tryptophan metabolic pathway, classic metabolic pathway",,
Tryptophan metabolism,WP3248,Bos taurus,16 Aug 2019,,"tryptophan metabolic pathway, classic metabolic pathway",,
Tryptophan metabolism,WP465,Homo sapiens,23 Jun 2021,,"tryptophan metabolic pathway, tryptophan biosynthetic pathway, tryptophan degradation pathway, kynurenine metabolic pathway, aryl hydrocarbon receptor signaling pathway, classic metabolic pathway, signaling pathway, regulatory pathway, indoleamine and related compounds biosynthetic pathway, indoleamine and related compounds metabolic pathway",,"serotonin secreting cell, enterochromaffin-like cell, type EC enteroendocrine cell, native cell"
Tryptophan metabolism,WP79,Mus musculus,24 Jun 2019,,"tryptophan metabolic pathway, classic metabolic pathway",,
Tumor suppressor activity of SMARCB1,WP4204,Homo sapiens,04 Dec 2019,"CPTAC, Renal_Genomics","renal cell carcinoma pathway, SWI/SNF family mediated chromatin remodeling pathway, cancer pathway, disease pathway, regulatory pathway","renal carcinoma, disease of cellular proliferation",
Turbo design of glycolysis,WP3636,Saccharomyces cerevisiae,17 Sep 2019,,"glycolysis pathway, classic metabolic pathway",,
Type 2 papillary renal cell carcinoma,WP4241,Homo sapiens,05 Sep 2019,"CPTAC, Diseases, Renal_Genomics",disease pathway,"papillary renal cell carcinoma, disease of cellular proliferation",
Type I collagen synthesis in the context of osteogenesis imperfecta,WP4786,Homo sapiens,22 May 2021,SkeletalDysplasia,,osteogenesis imperfecta,
Type I interferon induction and signaling during SARS-CoV-2 infection,WP4868,Homo sapiens,07 Feb 2023,COVID19,"type I interferon signaling pathway, signaling pathway","COVID-19, severe acute respiratory syndrome, viral infectious disease, disease by infectious agent",
Type II diabetes mellitus,WP1584,Homo sapiens,28 Apr 2023,Diseases,"disease pathway, type 2 diabetes mellitus pathway","diabetes mellitus, hyperglycemia, disease of metabolism","type B pancreatic cell, native cell"
Type II diabetes mellitus,WP3117,Bos taurus,16 Aug 2019,,"type 2 diabetes mellitus pathway, disease pathway","hyperglycemia, type 2 diabetes mellitus, disease of metabolism","type B pancreatic cell, native cell"
Type II interferon signaling,WP619,Homo sapiens,04 Feb 2022,"CPTAC, PancCanNet","Jak-Stat signaling pathway, type II interferon signaling pathway, signaling pathway",,
Type II interferon signaling (IFNG),WP1017,Bos taurus,14 Jul 2016,,"type II interferon signaling pathway, Jak-Stat signaling pathway, signaling pathway",,
Type II interferon signaling (IFNG),WP1253,Mus musculus,17 Oct 2013,,"type II interferon signaling pathway, signaling pathway",,"macrophage, native cell"
Type II interferon signaling (IFNG),WP1289,Rattus norvegicus,13 Jul 2016,,"type II interferon signaling pathway, signaling pathway",,
Type III interferon signaling,WP2113,Homo sapiens,15 Aug 2019,,"Jak-Stat signaling pathway, interleukin-29 signaling pathway, interleukin-28A signaling pathway, interleukin-28B signaling pathway, signaling pathway",,
Type III interferon signaling,WP3173,Bos taurus,14 Jul 2016,,"interleukin-28B signaling pathway, Jak-Stat signaling pathway, interleukin-29 signaling pathway, interleukin-28A signaling pathway, signaling pathway",,
Tyrobp causal network in microglia,WP3625,Mus musculus,09 May 2021,,"innate immune response pathway, Alzheimer's disease pathway, regulatory pathway, disease pathway",,"microglial cell, animal cell"
Tyrosine biosynthesis,WP538,Saccharomyces cerevisiae,20 May 2021,,"tyrosine biosynthetic pathway, classic metabolic pathway",,
Tyrosine metabolism and related disorders,WP4506,Homo sapiens,30 Nov 2021,"IEM, RareDiseases","tyrosine metabolic pathway, tyrosinemia type I pathway, alkaptonuria pathway, tyrosinemia type II pathway, tyrosine degradation pathway, tyrosinemia type III pathway, tyrosinemia pathway, hawkinsinuria pathway, classic metabolic pathway, disease pathway","inherited metabolic disorder, alkaptonuria, tyrosinemia type III, tyrosinemia type I, tyrosinemia type II, hawkinsinuria, genetic disease",
